track_id,title,orchestra,singer,genre,year,record_date,energy,rhythmic_level,dramatic_level,walking_quality,late_night_score,beginner_friendly,confidence,floor_risk,recommended_slot,style_tags,annotation_status,dj_notes,record_date_raw,composer,author,tanda_use_case,dj_review_notes,style_raw,month,day,date_precision,soloist,director,instrumental_flag,dance_genre_flag,golden_age_flag,period_bucket,dj_energy_default,dj_rhythmic_level_default,dj_dramatic_level_default,dj_walking_quality_default,dj_late_night_score_default,dj_style_tags_default,source_row_id
089f608825ae,El Aeroplano,Adolfo Carabelli,,VALS,1927,1927-11-02,6,6,4,8,5,6,low,normal,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1927-11-02,Pedro Datta,,general,,VALS,11.0,2.0,full,,,Y,Y,N,pre_golden_age,4,4,5,4,5,,1
816a5332326e,Cantando,Adolfo Carabelli,Alberto Gomez y Mercedes Simone,TANGO,1931,1931-09-04,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1931-09-04,Mercedes Simone,Mercedes Simone,general,,TANGO,9.0,4.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,3
dd119587425e,Mi Refugio,Adolfo Carabelli,Alberto Gomez,TANGO,1931,1931-09-04,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1931-09-04,Juan Carlos Cobián,Pedro Numa Córdoba,general,,TANGO,9.0,4.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,4
0c9e865c169d,Mentira,Adolfo Carabelli,Carlos Lafuente,TANGO,1931,1931-10-02,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1931-10-02,Francisco Pracánico,Celedonio Flores,general,,TANGO,10.0,2.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,6
9be1478278d1,Por Qué,Adolfo Carabelli,Alberto Gomez,TANGO,1931,1931-11-02,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1931-11-02,Osvaldo Fresedo,Emilio Fresedo,general,,TANGO,11.0,2.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,9
6470f37e66d8,El Pensamiento (2),Adolfo Carabelli,Carlos Lafuente,TANGO,1932,,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-00-00,José Martínez,Francisco García Jiménez,general,,TANGO,,,year,,,N,Y,Y,early_golden_age,5,5,5,5,5,,12
3f4113167681,Jamás Podré Olvidarte,Adolfo Carabelli,Alberto Gomez,VALS,1932,,6,6,4,8,5,6,low,normal,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-00-00,Julio de Caro,Mario César Gomila,general,,VALS,,,year,,,N,Y,Y,early_golden_age,4,4,5,4,5,,13
72a90244e93b,Milonga Sentimental,Adolfo Carabelli,Carlos Lafuente,MILONGA,1932,,8,9,3,8,5,6,low,normal,energy_peak,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-00-00,Sebastián Piana,Homero Manzi,general,,MILONGA,,,year,,,N,Y,Y,early_golden_age,6,6,5,4,5,,14
7f4e377463e8,Tango del Querer,Adolfo Carabelli,Alberto Gomez y Alberto Vila,TANGO,1932,1932-02-05,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-02-05,Andrés Domenech,Ricardo Lleras,general,,TANGO,2.0,5.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,16
7c1edc60ad9e,Olvidao,Adolfo Carabelli,Charlo,TANGO,1932,1932-03-18,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-03-18,Guillermo Barbieri,Enrique Cadícamo,general,,TANGO,3.0,18.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,17
19a94762649a,Clyde,Adolfo Carabelli,Carlos Lafuente,VALS,1932,1932-03-21,6,6,4,8,5,6,low,normal,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-03-21,Héctor Bates,Venancio Clauso,general,,VALS,3.0,21.0,full,,,N,Y,Y,early_golden_age,4,4,5,4,5,,18
610ae16e5b09,Cuando Miran Tus Ojos,Adolfo Carabelli,Luis Díaz,VALS,1932,1932-05-06,6,6,4,8,5,6,low,normal,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-05-06,José María Aguilar,Enrique Cadícamo,general,,VALS,5.0,6.0,full,,,N,Y,Y,early_golden_age,4,4,5,4,5,,19
bfcf49278288,Desconfianza,Adolfo Carabelli,Luis Díaz,TANGO,1932,1932-05-06,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-05-06,Edgardo Donato,Manuel Romero,general,,TANGO,5.0,6.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,20
d1beead291b9,Manon,Adolfo Carabelli,Alberto Gomez,TANGO,1932,1932-05-20,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-05-20,Arturo de Bassi,Antonio Miguel Podestá,general,,TANGO,5.0,20.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,21
a79d3d1700ca,Por Dónde Andará,Adolfo Carabelli,Alberto Gomez,TANGO,1932,1932-05-24,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-05-24,Salvador Merico,Atilio Supparo,general,,TANGO,5.0,24.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,23
520c4420643f,Inspiracion,Adolfo Carabelli,Alberto Gomez,TANGO,1932,1932-06-17,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-06-17,Peregrino Paulos,Luis Rubistein,general,,TANGO,6.0,17.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,24
d7bd774bede8,Felicia,Adolfo Carabelli,,TANGO,1932,1932-06-24,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-06-24,Enrique Saborido,Carlos Mauricio Pacheco,general,,TANGO,6.0,24.0,full,,,Y,Y,Y,early_golden_age,5,5,5,5,5,,25
2e64978c908a,Rodriguez Peña,Adolfo Carabelli,Alberto Gomez,TANGO,1932,1932-06-24,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-06-24,Vicente Greco,Juan Velich,general,,TANGO,6.0,24.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,26
796f719e66cb,Volvé,Adolfo Carabelli,Mercedes Simone,TANGO,1932,1932-07-26,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-07-26,Edgardo Donato,Luis Bayón Herrera,general,,TANGO,7.0,26.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,29
438e1a6630e7,Alma,Adolfo Carabelli,Alberto Gomez,TANGO,1932,1932-09-09,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-09-09,Federico Scorticati,Juan Sarcione,general,,TANGO,9.0,9.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,32
1a79f756d9f2,Loco,Adolfo Carabelli,Alberto Gomez,TANGO,1932,1932-09-09,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-09-09,Niels Paulos,Luis Rubistein,general,,TANGO,9.0,9.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,33
21d32576a6a8,El Trece,Adolfo Carabelli,Alberto Gomez,TANGO,1932,1932-09-27,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-09-27,Albérico Spátola,Angel Gregorio Villoldo,general,,TANGO,9.0,27.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,34
c4757a815a19,El Caburé,Adolfo Carabelli,,TANGO,1932,1932-10-28,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-10-28,Arturo de Bassi,Roberto Lino Cayol,general,,TANGO,10.0,28.0,full,,,Y,Y,Y,early_golden_age,5,5,5,5,5,,35
bfa822ee62de,La Guiñada,Adolfo Carabelli,,TANGO,1932,1932-10-28,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-10-28,Agustín Bardi,,general,,TANGO,10.0,28.0,full,,,Y,Y,Y,early_golden_age,5,5,5,5,5,,36
80f2bcc9a0d5,No Le Quiero Mirar,Adolfo Carabelli,Mercedes Simone y Carlos Lafuente,VALS,1932,1932-12-30,6,6,4,8,5,6,low,normal,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1932-12-30,Pablo Rodríguez,Pablo Rodríguez,general,,VALS,12.0,30.0,full,,,N,Y,Y,early_golden_age,4,4,5,4,5,,37
dcc0f311cb78,Campanita del Suburbio,Adolfo Carabelli,Charlo,TANGO,1933,,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-00-00,Pedro Lloret,Jaime Lloret Reos,general,,TANGO,,,year,,,N,Y,Y,early_golden_age,5,5,5,5,5,,38
eee43753271c,Deci Que Si,Adolfo Carabelli,Alberto Gomez,VALS,1933,,6,6,4,8,5,6,low,normal,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-00-00,Azucena Maizani y Orestes Cúfaro,Alberto Pidemunt,general,,VALS,,,year,,,N,Y,Y,early_golden_age,4,4,5,4,5,,41
d75c5b227970,La Gaucha Petrona (Petiza y Panzona),Adolfo Carabelli,Carlos Lafuente,VALS,1933,,6,6,4,8,5,6,low,normal,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-00-00,Enrique Delfino,Mario Rada,general,,VALS,,,year,,,N,Y,Y,early_golden_age,4,4,5,4,5,,43
23487afd0c48,Mar Adentro (Navega Mi Velero),Adolfo Carabelli,Carlos Lafuente,TANGO,1933,,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-00-00,Enrique Delfino,Mario Battistella,general,,TANGO,,,year,,,N,Y,Y,early_golden_age,5,5,5,5,5,,45
539ffb68ba4b,Romance,Adolfo Carabelli,Charlo,TANGO,1933,,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-00-00,Federico Scorticati,Juan Sarcione,general,,TANGO,,,year,,,N,Y,Y,early_golden_age,5,5,5,5,5,,47
270f43bcbcf8,Mia,Adolfo Carabelli,Carlos Lafuente,TANGO,1933,1933-04-11,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-04-11,Elvino Vardaro y Antonio Oscar Arona,Celedonio Flores,general,,TANGO,4.0,11.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,49
5247df294b6b,Tomala Con Soda,Adolfo Carabelli,Charlo,TANGO,1933,1933-05-04,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-05-04,Enrique Delfino,Manuel Romero,general,,TANGO,5.0,4.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,50
0abe03b209e7,Cuatro Palabras (2),Adolfo Carabelli,Charlo,TANGO,1933,1933-07-25,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-07-25,Luis Rubistein,Luis Rubistein,general,,TANGO,7.0,25.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,51
ea255f804e40,Pa' Que Lagrimear,Adolfo Carabelli,Carlos Lafuente,TANGO,1933,1933-09-12,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1933-09-12,Sebastián Piana,Carlos Goicoechea y Rogelio Cordone,general,,TANGO,9.0,12.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,53
fbd3335e2adc,El Mundo Sigue Al Revés,Adolfo Carabelli,Teofilo Ibañez,TANGO,1934,,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1934-00-00,Rosa E. de Goñi,Rosa E. de Goñi,general,,TANGO,,,year,,,N,Y,Y,early_golden_age,5,5,5,5,5,,54
77dbd19d4ab7,Mi Evocación,Adolfo Carabelli,Luis Díaz,TANGO,1934,1934-05-07,5,5,5,5,5,6,low,weak_walkability,general,genel,auto_heuristic_review_needed,Profil manuel kontrol edilmeli.,1934-05-07,Remo Piangiarelli y Antonio Benedicto,Antonio Benedicto,general,,TANGO,5.0,7.0,full,,,N,Y,Y,early_golden_age,5,5,5,5,5,,56
385ff74cf95a,Marioneta,Alfredo de Angelis,Floreal Ruiz,TANGO,1943,1943-07-23,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1943-07-23,Juan José Guichandut,Armando Tagini,beginner_friendly,,TANGO,7.0,23.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,58
37a810b3c73e,Qué Buena Es,Alfredo de Angelis,Julio Martel y Nestor Rodi,TANGO,1943,1943-07-23,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1943-07-23,?,?,beginner_friendly,,TANGO,7.0,23.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,59
e5ab7bdc9f11,Buenos Aires de Ayer,Alfredo de Angelis,Julio Martel y Nestor Rodi,MILONGA,1943,1943-08-10,7,8,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1943-08-10,?,?,beginner_friendly,,MILONGA,8.0,10.0,full,,,N,Y,Y,late_golden_age,6,6,5,4,5,,60
9bfcc5c4c8ed,Dejame Así,Alfredo de Angelis,Floreal Ruiz,TANGO,1943,1943-08-10,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1943-08-10,Víctor Braña y Domingo Triguero,Oscar Rubens,beginner_friendly,,TANGO,8.0,10.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,61
38a1aff84166,Como Se Muere de Amor,Alfredo de Angelis,Floreal Ruiz y Nestor Rodi,TANGO,1943,1943-11-04,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1943-11-04,Daniel Alvarez,Daniel Alvarez,beginner_friendly,,TANGO,11.0,4.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,62
b72a875cc1f2,Pura Maña,Alfredo de Angelis,,TANGO,1943,1943-11-04,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1943-11-04,?,?,beginner_friendly,,TANGO,11.0,4.0,full,,,Y,Y,Y,late_golden_age,5,5,5,5,5,,63
f8804c0860ab,Bajo el Cono Azul,Alfredo de Angelis,Floreal Ruiz y Nestor Rodi,TANGO,1944,1944-02-29,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-02-29,Alfredo de Angelis,Carmelo Volpe,beginner_friendly,,TANGO,2.0,29.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,64
06ec96d9d7c6,Ya Sé Que Siguen Hablando,Alfredo de Angelis,Julio Martel,TANGO,1944,1944-02-29,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-02-29,Héctor Palacios,Iván Diez,beginner_friendly,,TANGO,2.0,29.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,65
c806c577a74c,Cero Al As,Alfredo de Angelis,Floreal Ruiz,TANGO,1944,1944-04-28,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-04-28,Arturo Gallucci,Francisco Bohigas,beginner_friendly,,TANGO,4.0,28.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,66
e3a81d069778,Mi Novia de Ayer,Alfredo de Angelis,Floreal Ruiz,VALS,1944,1944-04-28,6,7,5,8,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-04-28,Arturo Gallucci,José Barreiros Bazán,beginner_friendly,,VALS,4.0,28.0,full,,,N,Y,Y,late_golden_age,4,4,5,4,5,,67
28e125d4f13d,La Cumparsita,Alfredo de Angelis,Nestor Rodi,TANGO,1944,1944-06-03,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-06-03,Gerardo Matos Rodriguez,Pascual Contursi y Enrique Maroni,beginner_friendly,,TANGO,6.0,3.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,68
76c8019f7229,Madre,Alfredo de Angelis,Floreal Ruiz,TANGO,1944,1944-06-03,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-06-03,Francisco Pracánico,Verminio Servetto,beginner_friendly,,TANGO,6.0,3.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,69
829066c1f441,De Igual A Igual,Alfredo de Angelis,Julio Martel,TANGO,1944,1944-07-31,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-07-31,Rodolfo Sciammarella,Rodolfo Sciammarella,beginner_friendly,,TANGO,7.0,31.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,70
3f9ef7e8f6b9,La Guitarrera,Alfredo de Angelis,Floreal Ruiz,MILONGA,1944,1944-07-31,7,8,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-07-31,Francisco Brancatti,Rafael Dadino,beginner_friendly,,MILONGA,7.0,31.0,full,,,N,Y,Y,late_golden_age,6,6,5,4,5,,71
26c7d7fdd670,El Tropero del Amor,Alfredo de Angelis,Carlos Dante,TANGO,1944,1944-08-29,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-08-29,Teófilo Lespés,Yaraví,beginner_friendly,,TANGO,8.0,29.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,72
8ee61335c1bf,Soñar y Nada Mas,Alfredo de Angelis,Carlos Dante y Julio Martel,VALS,1944,1944-08-29,6,7,5,8,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-08-29,Francisco Canaro,Ivo Pelay,beginner_friendly,,VALS,8.0,29.0,full,,,N,Y,Y,late_golden_age,4,4,5,4,5,,73
e2ea0555215a,Campanita,Alfredo de Angelis,Julio Martel,TANGO,1944,1944-10-10,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-10-10,Juan Polito,Salvador Polito,beginner_friendly,,TANGO,10.0,10.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,74
72016ffb94ce,Melenita de Oro,Alfredo de Angelis,Carlos Dante,TANGO,1944,1944-10-10,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-10-10,Carlos Vicente Geroni Flores,Samuel Linnig,beginner_friendly,,TANGO,10.0,10.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,75
02a8937c58bd,Cruz de Palo,Alfredo de Angelis,Carlos Dante,TANGO,1944,1944-11-23,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-11-23,Guillermo Barbieri,Enrique Cadícamo,beginner_friendly,,TANGO,11.0,23.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,76
fefba8e12b9c,Parece Un Cuento,Alfredo de Angelis,Julio Martel,TANGO,1944,1944-11-23,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-11-23,Lalo Etchegoncelay,José Rótulo,beginner_friendly,,TANGO,11.0,23.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,77
482787f2ed36,El Vals de Nochebuena,Alfredo de Angelis,Carlos Dante,VALS,1944,1944-11-27,6,7,5,8,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-11-27,?,?,beginner_friendly,,VALS,11.0,27.0,full,,,N,Y,Y,late_golden_age,4,4,5,4,5,,78
5e537a490ac9,Va Llegando Gente Al Baile,Alfredo de Angelis,Julio Martel,TANGO,1944,1944-12-18,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1944-12-18,Félix Lipesker,Lito Bayardo,beginner_friendly,,TANGO,12.0,18.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,79
69616fe3cc5e,El Pial,Alfredo de Angelis,,TANGO,1945,1945-01-09,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-01-09,?,?,beginner_friendly,,TANGO,1.0,9.0,full,,,Y,Y,Y,late_golden_age,5,5,5,5,5,,80
0cd2baa369d1,La Manaña,Alfredo de Angelis,Julio Martel,MILONGA,1945,1945-01-09,7,8,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-01-09,Miguel Bucino,Miguel Bucino,beginner_friendly,,MILONGA,1.0,9.0,full,,,N,Y,Y,late_golden_age,6,6,5,4,5,,81
e995192d6334,Nieve de Amor,Alfredo de Angelis,Carlos Dante,TANGO,1945,1945-01-09,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-01-09,Alberto Talián y Eduardo Talián,Horacio Sanguinetti,beginner_friendly,,TANGO,1.0,9.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,82
8042dd78b45d,No Me Importa Su Amor,Alfredo de Angelis,Carlos Dante,TANGO,1945,1945-01-09,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-01-09,José Dames,Enrique Cadícamo,beginner_friendly,,TANGO,1.0,9.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,83
ad6a6c65143f,Cuando Tú Me Quieras,Alfredo de Angelis,Carlos Dante,TANGO,1945,1945-03-26,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-03-26,Julio Pollero y Agesilao Ferrazzano,Francisco Bohigas,beginner_friendly,,TANGO,3.0,26.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,84
e250b995e82c,Pregonera,Alfredo de Angelis,Carlos Dante y Julio Martel,TANGO,1945,1945-03-26,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-03-26,Alfredo de Angelis,José Rótulo,beginner_friendly,,TANGO,3.0,26.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,85
9e9a9e50f82e,Acordes Porteños,Alfredo de Angelis,Julio Martel,TANGO,1945,1945-05-04,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-05-04,?,?,beginner_friendly,,TANGO,5.0,4.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,86
73df09e92294,Ya Estamos Iguales,Alfredo de Angelis,Carlos Dante,TANGO,1945,1945-05-04,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-05-04,Anselmo Aieta,Francisco García Jiménez,beginner_friendly,,TANGO,5.0,4.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,87
21caa895d86a,Altar Sin Luz,Alfredo de Angelis,Julio Martel,TANGO,1945,1945-06-08,6,7,5,7,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-06-08,Guillermo Vilar,Iván Diez,beginner_friendly,,TANGO,6.0,8.0,full,,,N,Y,Y,late_golden_age,5,5,5,5,5,,88
4c5420ab1565,Ilusión Azul,Alfredo de Angelis,Carlos Dante,VALS,1945,1945-06-08,6,7,5,8,5,8,low,normal,early_or_mixed_level,"melodik,vals_guclu,sosyal",auto_heuristic_review_needed,Vals tandalari icin kullanisli; cok benzer sarki secimine dikkat.,1945-06-08,Arquímedes Arci,Arquímedes Arci,beginner_friendly,,VALS,6.0,8.0,full,,,N,Y,Y,late_golden_age,4,4,5,4,5,,89
